@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.Remove-R3-4_clustered

@attribute Instance_number numeric
@attribute Age numeric
@attribute Income numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
3683,30,105000,0,cluster5
3684,35,90000,1,cluster3
3685,44,92000,1,cluster12
3686,31,45000,1,cluster1
3687,23,7000,1,cluster7
3688,31,90000,1,cluster3
3689,30,45000,0,cluster1
3690,32,63000,1,cluster3
3691,24,6000,1,cluster7
3692,20,60000,1,cluster11
3693,46,102000,1,cluster9
3694,31,40000,0,cluster1
3695,32,85000,1,cluster3
3696,36,90000,1,cluster12
3697,19,10000,1,cluster7
3698,32,15000,1,cluster6
3699,40,15000,1,cluster10
3700,24,30000,1,cluster8
3701,28,24000,1,cluster8
3702,42,100000,1,cluster12
3703,50,70000,1,cluster4
3704,21,16956,1,cluster7
3705,30,125000,1,cluster5
3706,32,64000,1,cluster3
3707,40,125000,1,cluster5
3708,25,40000,1,cluster8
3709,31,27000,1,cluster1
3710,40,60000,1,cluster2
3711,21,48000,1,cluster11
3712,21,29120,0,cluster8
3713,32,119000,1,cluster5
3714,31,42000,1,cluster1
3715,34,40000,1,cluster1
3716,23,60000,1,cluster11
3717,40,43000,1,cluster2
3718,25,12000,0,cluster7
3719,22,45000,1,cluster8
3720,35,35000,1,cluster1
3721,28,12000,0,cluster7
3722,29,80000,1,cluster3
3723,29,14000,0,cluster6
3724,41,30000,1,cluster10
3725,28,50000,0,cluster11
3726,28,6500,1,cluster7
3727,32,200000,1,cluster0
3728,46,50000,1,cluster2
3729,30,12000,0,cluster6
3730,25,46039,0,cluster11
3731,49,45000,1,cluster4
3732,23,26000,0,cluster8
3733,30,43000,1,cluster1
3734,25,12000,0,cluster7
3735,30,24000,1,cluster6
3736,30,85000,1,cluster3
3737,21,20000,0,cluster7
3738,34,80000,0,cluster3
3739,18,30000,1,cluster8
3740,18,60000,1,cluster11
3741,26,45000,1,cluster8
3742,31,50000,1,cluster1
3743,25,60000,1,cluster11
3744,24,80000,0,cluster3
3745,25,28800,1,cluster8
3746,20,14400,0,cluster7
3747,25,72000,1,cluster3
3748,22,64500,0,cluster11
3749,22,50000,1,cluster11
3750,32,17200,1,cluster6
3751,20,7000,1,cluster7
3752,37,80000,1,cluster12
3753,34,40000,1,cluster1
3754,30,13000,0,cluster6
3755,33,40000,0,cluster1
3756,23,59000,0,cluster11
3757,30,30000,1,cluster1
3758,35,40000,0,cluster1
3759,25,6000,1,cluster7
3760,21,18000,1,cluster7
3761,31,28000,1,cluster1
3762,39,15203,1,cluster10
3763,26,29000,1,cluster8
3764,24,7500,1,cluster7
3765,47,8000,0,cluster10
3766,32,190000,0,cluster5
3767,29,40000,0,cluster1
3768,21,48000,1,cluster11
3769,23,60000,1,cluster11
3770,40,24000,1,cluster10
3771,33,30000,1,cluster1
3772,26,6150,1,cluster7
3773,20,25000,1,cluster8
3774,34,15000,0,cluster6
3775,28,8000,1,cluster7
3776,22,6000,1,cluster7
3777,30,12000,1,cluster6
3778,35,46000,1,cluster1
3779,29,35000,0,cluster8
3780,40,15000,1,cluster10
3781,30,52000,0,cluster1
3782,31,60000,0,cluster3
3783,39,13600,1,cluster10
3784,53,30000,1,cluster4
3785,50,10000,0,cluster4
3786,30,80000,1,cluster3
3787,23,40000,0,cluster8
3788,34,32000,1,cluster1
3789,33,15000,0,cluster6
3790,25,55000,0,cluster11
3791,37,75000,1,cluster3
3792,45,50000,1,cluster2
3793,28,86000,1,cluster3
3794,22,6000,1,cluster7
3795,35,39500,0,cluster1
3796,26,40000,1,cluster8
3797,24,32000,1,cluster8
3798,26,14000,1,cluster7
3799,23,10000,1,cluster7
3800,31,70000,1,cluster3
3801,40,60000,1,cluster2
3802,29,9000,1,cluster6
3803,42,18000,1,cluster10
3804,26,30000,1,cluster8
3805,47,100000,1,cluster9
3806,24,60000,1,cluster11
3807,29,27600,1,cluster8
3808,23,46000,1,cluster11
3809,35,45000,1,cluster1
3810,27,10300,1,cluster7
3811,47,10000,1,cluster10
3812,33,30000,0,cluster1
3813,26,36000,1,cluster8
3814,27,105000,0,cluster5
3815,44,32000,0,cluster10
3816,31,65000,1,cluster3
3817,22,15000,1,cluster7
3818,36,18000,1,cluster10
3819,20,25200,1,cluster8
3820,25,25000,1,cluster8
3821,28,36000,1,cluster8
3822,29,20000,1,cluster6
3823,20,24000,1,cluster8
3824,35,73000,0,cluster3
3825,19,25000,1,cluster8
3826,20,40000,1,cluster8
3827,30,110000,1,cluster5
3828,42,55000,1,cluster2
3829,20,54000,0,cluster11
3830,25,40000,1,cluster8
3831,34,7335,1,cluster6
3832,26,60000,1,cluster11
3833,27,30000,1,cluster8
3834,19,60000,1,cluster11
3835,32,58000,1,cluster3
3836,45,200000,1,cluster0
3837,48,25000,0,cluster10
3838,35,95000,1,cluster12
3839,31,56000,0,cluster1
3840,28,10000,1,cluster7
3841,17,50000,1,cluster11
3842,24,14000,1,cluster7
3843,24,36000,1,cluster8
3844,23,40000,0,cluster8
3845,33,24000,1,cluster6
3846,31,120000,1,cluster5
3847,35,36000,1,cluster1
3848,56,132000,1,cluster9
3849,24,36000,1,cluster8
3850,45,62000,1,cluster2
3851,20,7000,0,cluster7
3852,26,60000,1,cluster11
3853,24,75000,1,cluster3
3854,30,40000,1,cluster1
3855,27,50000,1,cluster11
3856,26,35000,1,cluster8
3857,24,7000,1,cluster7
3858,45,50000,1,cluster2
3859,34,50000,0,cluster1
3860,30,15000,1,cluster6
3861,23,54000,1,cluster11
3862,25,30000,1,cluster8
3863,29,10000,0,cluster6
3864,27,70000,1,cluster3
3865,24,50412,0,cluster11
3866,33,24000,1,cluster6
3867,30,50000,1,cluster1
3868,46,8000,1,cluster10
3869,33,12000,1,cluster6
3870,25,18000,1,cluster7
3871,28,35000,0,cluster8
3872,24,55000,1,cluster11
3873,20,12000,1,cluster7
3874,22,15000,1,cluster7
3875,24,7200,1,cluster7
3876,23,35000,1,cluster8
3877,30,35000,1,cluster1
3878,28,35000,1,cluster8
3879,29,15000,1,cluster6
3880,28,70000,1,cluster3
3881,18,12000,1,cluster7
3882,22,36000,0,cluster8
3883,30,80000,1,cluster3
3884,26,77000,1,cluster3
3885,42,24000,1,cluster10
3886,26,13500,1,cluster7
3887,28,46000,0,cluster1
3888,36,12800,1,cluster6
3889,28,60000,0,cluster11
3890,32,13000,1,cluster6
3891,27,50000,1,cluster11
3892,19,10000,1,cluster7
3893,33,16000,1,cluster6
3894,26,44800,1,cluster8
3895,25,46000,1,cluster11
3896,25,10000,1,cluster7
3897,30,25000,1,cluster8
3898,50,9000,0,cluster4
3899,51,180000,0,cluster9
3900,23,14000,1,cluster7
3901,30,29590,0,cluster1
3902,33,34000,0,cluster1
3903,23,10800,1,cluster7
3904,26,50000,1,cluster11
3905,38,36000,1,cluster2
3906,28,30000,1,cluster8
3907,24,20000,0,cluster7
3908,30,16000,1,cluster6
3909,27,36000,1,cluster8
3910,35,90000,1,cluster3
3911,19,7000,1,cluster7
3912,35,37000,1,cluster1
3913,43,60000,0,cluster2
3914,21,12000,1,cluster7
3915,33,36000,1,cluster1
3916,28,8000,1,cluster7
3917,20,6000,0,cluster7
3918,30,35000,1,cluster1
3919,31,200000,1,cluster0
3920,27,20000,1,cluster6
3921,29,32000,1,cluster8
3922,25,75000,1,cluster3
3923,28,40000,1,cluster8
3924,24,36000,1,cluster8
3925,30,40000,1,cluster1
3926,30,65000,1,cluster3
3927,35,73000,0,cluster3
3928,28,28000,0,cluster8
3929,34,28000,1,cluster1
3930,20,36000,1,cluster8
3931,29,200000,0,cluster0
3932,38,60000,1,cluster2
3933,22,11300,0,cluster7
3934,27,40000,1,cluster8
3935,22,24000,1,cluster8
3936,28,48000,1,cluster1
3937,29,100000,1,cluster5
3938,26,80000,1,cluster3
3939,41,40000,1,cluster2
3940,30,30000,1,cluster1
3941,35,109000,1,cluster5
3942,46,125000,1,cluster9
3943,22,12000,0,cluster7
3944,25,10000,1,cluster7
3945,28,12000,1,cluster7
3946,31,40000,1,cluster1
3947,22,43000,1,cluster8
3948,31,41000,1,cluster1
3949,39,70000,1,cluster12
3950,32,100000,1,cluster5
3951,27,25000,0,cluster8
3952,23,31000,0,cluster8
3953,36,85000,1,cluster12
3954,38,160000,1,cluster5
3955,18,6000,1,cluster7
3956,22,9000,1,cluster7
3957,32,120000,1,cluster5
3958,39,15000,0,cluster10
3959,28,35000,1,cluster8
3960,30,75000,1,cluster3
3961,17,13000,1,cluster7
3962,22,8400,1,cluster7
3963,24,50400,1,cluster11
3964,26,32500,1,cluster8
3965,53,70000,0,cluster4
3966,31,24000,1,cluster6
3967,27,20000,1,cluster6
3968,27,37000,1,cluster8
3969,31,45000,0,cluster1
3970,30,62000,1,cluster3
3971,32,70000,1,cluster3
3972,28,75000,1,cluster3
3973,29,30000,1,cluster8
3974,28,20000,1,cluster6
3975,29,100000,0,cluster5
3976,25,20000,0,cluster7
3977,24,18000,1,cluster7
3978,22,60000,1,cluster11
3979,25,45000,1,cluster8
3980,44,65000,1,cluster2
3981,50,30000,1,cluster4
3982,27,20000,0,cluster6
3983,31,60000,0,cluster3
3984,32,105000,1,cluster5
3985,33,120000,1,cluster5
3986,38,200000,1,cluster0
3987,23,9000,0,cluster7
3988,40,24000,0,cluster10
3989,37,45000,1,cluster2
3990,28,12000,1,cluster7
3991,47,26000,1,cluster10
3992,22,66000,1,cluster11
3993,38,85000,1,cluster12
3994,33,60000,1,cluster3
3995,30,61500,0,cluster3
3996,34,70000,1,cluster3
3997,27,40000,1,cluster8
3998,19,24000,1,cluster8
3999,20,24000,1,cluster8
4000,22,20000,1,cluster7
4001,32,18500,1,cluster6
4002,24,36000,1,cluster8
4003,53,80000,0,cluster9
4004,29,30000,0,cluster8
4005,28,95000,1,cluster3
4006,29,60000,1,cluster11
4007,24,8000,1,cluster7
4008,24,60000,1,cluster11
4009,42,147000,1,cluster9
4010,31,100000,1,cluster5
4011,28,30000,1,cluster8
4012,36,105000,1,cluster5
4013,43,56400,1,cluster2
4014,25,6000,1,cluster7
4015,36,110000,1,cluster5
4016,22,125000,1,cluster5
4017,37,70000,1,cluster3
4018,28,35000,1,cluster8
4019,30,15000,1,cluster6
4020,26,12000,0,cluster7
4021,36,35000,1,cluster1
4022,40,50400,1,cluster2
4023,24,12000,1,cluster7
4024,34,8000,1,cluster6
4025,46,10000,1,cluster10
4026,29,50000,1,cluster1
4027,29,12000,1,cluster6
4028,24,32000,1,cluster8
4029,26,112000,1,cluster5
4030,22,20000,1,cluster7
4031,28,80000,1,cluster3
4032,28,35000,1,cluster8
4033,44,40000,0,cluster2
4034,46,70000,1,cluster12
4035,39,90000,1,cluster12
4036,31,48000,1,cluster1
4037,23,54000,1,cluster11
4038,58,35000,1,cluster4
4039,25,6000,1,cluster7
4040,36,55000,1,cluster2
4041,35,200000,1,cluster0
4042,25,12000,1,cluster7
4043,30,6000,1,cluster6
4044,37,20000,1,cluster10
4045,33,25000,1,cluster1
4046,23,30000,1,cluster8
4047,21,48000,1,cluster11
4048,24,46000,0,cluster11
4049,29,80000,1,cluster3
4050,23,20000,0,cluster7
4051,17,60000,1,cluster11
4052,30,34000,1,cluster1
4053,14,12000,1,cluster7
4054,32,50000,0,cluster1
4055,25,50000,1,cluster11
4056,31,43000,1,cluster1
4057,36,50000,1,cluster2
4058,29,6000,1,cluster6
4059,37,45000,1,cluster2
4060,47,25000,1,cluster10
4061,31,80000,0,cluster3
4062,20,67200,1,cluster11
4063,23,150000,1,cluster5
4064,25,28800,1,cluster8
4065,38,20000,0,cluster10
4066,24,50000,1,cluster11
4067,29,25000,1,cluster8
4068,29,16000,1,cluster6
4069,35,35000,0,cluster1
4070,31,35000,0,cluster1
4071,34,60000,1,cluster3
4072,23,54000,1,cluster11
4073,27,36000,1,cluster8
4074,25,20000,1,cluster7
4075,29,30000,1,cluster8
4076,18,30000,1,cluster8
4077,25,13000,0,cluster7
4078,45,81000,1,cluster12
4079,30,26500,1,cluster8
4080,25,50000,0,cluster11
4081,36,60000,1,cluster2
4082,29,35000,1,cluster8
4083,25,60000,1,cluster11
4084,51,30000,0,cluster4
4085,28,10000,0,cluster7
4086,42,10000,1,cluster10
4087,38,40000,0,cluster2
4088,21,200000,1,cluster0
4089,41,40000,1,cluster2
4090,18,18000,0,cluster7
4091,27,24000,1,cluster8
4092,30,50000,1,cluster1
4093,28,21000,1,cluster6
4094,32,60000,1,cluster3
4095,23,80000,1,cluster3
4096,33,6000,1,cluster6
4097,20,20000,1,cluster7
4098,28,29000,1,cluster8
4099,29,6000,1,cluster6
4100,43,200000,1,cluster0
4101,26,35000,1,cluster8
4102,28,48000,1,cluster1
4103,24,35000,1,cluster8
4104,24,70000,1,cluster11
4105,23,48000,1,cluster11
4106,39,37500,1,cluster2
4107,26,60000,1,cluster11
4108,24,15000,1,cluster7
4109,22,10000,1,cluster7
4110,23,21000,1,cluster8
4111,36,200000,1,cluster0
4112,53,200000,1,cluster0
4113,23,56000,1,cluster11
4114,34,45000,1,cluster1
4115,26,45000,1,cluster8
4116,32,21000,1,cluster6
4117,27,48000,1,cluster11
4118,35,21000,1,cluster10
4119,28,14000,1,cluster6
4120,34,40000,1,cluster1
4121,34,70000,1,cluster3
4122,36,54000,1,cluster2
4123,28,13500,1,cluster6
4124,19,60000,1,cluster11
4125,32,9000,1,cluster6
4126,26,19900,0,cluster7
4127,25,20000,1,cluster7
4128,38,54000,1,cluster2
4129,30,12000,1,cluster6
4130,38,45000,0,cluster2
4131,34,65000,1,cluster3
4132,42,54000,1,cluster2
4133,22,8000,1,cluster7
4134,50,200000,1,cluster0
4135,43,36000,1,cluster2
4136,30,36000,1,cluster1
4137,23,6000,1,cluster7
4138,25,10000,1,cluster7
4139,26,30000,1,cluster8
4140,23,50000,1,cluster11
4141,23,120000,1,cluster5
4142,21,60000,1,cluster11
4143,53,60000,1,cluster4
4144,20,12000,1,cluster7
4145,31,66000,0,cluster3
4146,34,40000,1,cluster1
4147,32,17000,1,cluster6
4148,39,98000,1,cluster12
4149,28,42000,0,cluster1
4150,32,40000,1,cluster1
4151,27,8000,1,cluster7
4152,23,115000,1,cluster5
4153,34,45000,1,cluster1
4154,27,38000,1,cluster8
4155,42,65000,1,cluster2
4156,40,100000,0,cluster12
4157,39,40000,1,cluster2
4158,24,10400,1,cluster7
4159,25,20000,1,cluster7
4160,21,36000,1,cluster8
4161,53,69000,0,cluster4
4162,23,60000,0,cluster11
4163,28,10000,1,cluster7
4164,42,20000,1,cluster10
4165,34,20000,1,cluster6
4166,24,16800,0,cluster7
4167,30,150000,1,cluster5
4168,29,64000,1,cluster3
4169,52,24000,1,cluster4
4170,23,48000,1,cluster11
4171,39,42000,1,cluster2
4172,37,68000,1,cluster3
4173,16,18000,1,cluster7
4174,27,67000,0,cluster3
4175,37,140000,1,cluster5
4176,26,36000,1,cluster8
4177,31,15000,1,cluster6
4178,35,70000,1,cluster3
4179,24,9000,1,cluster7
4180,27,24000,0,cluster8
4181,41,47000,0,cluster2
4182,29,45000,1,cluster1
4183,22,15372,0,cluster7
4184,19,12000,1,cluster7
4185,36,70000,0,cluster3
4186,30,12000,0,cluster6
4187,28,110000,1,cluster5
4188,36,20000,1,cluster10
4189,22,36168,1,cluster8
4190,45,200000,0,cluster0
4191,29,77000,1,cluster3
4192,21,45000,1,cluster8
4193,26,15000,1,cluster7
4194,24,65000,0,cluster11
4195,25,15000,1,cluster7
4196,24,20000,1,cluster7
4197,28,36000,1,cluster8
4198,24,60000,0,cluster11
4199,37,90000,1,cluster12
4200,29,64000,0,cluster3
4201,28,90000,1,cluster3
4202,41,150000,1,cluster9
4203,28,85000,1,cluster3
4204,26,43000,0,cluster8
4205,34,62500,0,cluster3
4206,24,15000,1,cluster7
4207,25,10000,1,cluster7
4208,23,60000,1,cluster11
4209,23,20000,1,cluster7
4210,23,6000,1,cluster7
4211,30,24000,1,cluster6
4212,23,19000,1,cluster7
4213,19,6000,1,cluster7
4214,29,6777,1,cluster6
4215,22,35000,1,cluster8
4216,26,49000,1,cluster11
4217,19,10000,1,cluster7
4218,19,25000,1,cluster8
4219,28,39600,1,cluster8
4220,21,12000,1,cluster7
4221,44,50000,1,cluster2
4222,27,8800,0,cluster7
4223,50,120000,0,cluster9
4224,33,57600,0,cluster3
4225,34,95000,1,cluster5
4226,45,50000,0,cluster2
4227,21,43488,1,cluster8
4228,24,85000,1,cluster3
4229,28,36000,1,cluster8
4230,43,120000,1,cluster9
4231,38,120000,0,cluster5
4232,32,14000,1,cluster6
4233,26,45000,1,cluster8
4234,29,17000,1,cluster6
4235,28,40000,1,cluster8
4236,31,18000,1,cluster6
4237,26,42500,1,cluster8
4238,23,16000,1,cluster7
4239,19,18000,1,cluster7
4240,27,56000,1,cluster11
4241,21,20000,1,cluster7
4242,22,30000,1,cluster8
4243,42,54000,1,cluster2
4244,30,30000,1,cluster1
4245,26,55000,0,cluster11
4246,32,35000,0,cluster1
4247,31,20000,1,cluster6
4248,25,21500,1,cluster8
4249,27,58000,1,cluster11
4250,22,6000,1,cluster7
4251,24,7000,1,cluster7
4252,30,54000,1,cluster1
4253,22,30900,1,cluster8
4254,26,65000,1,cluster11
4255,19,51600,1,cluster11
4256,33,40000,0,cluster1
4257,30,40000,1,cluster1
4258,24,20000,1,cluster7
4259,27,40000,1,cluster8
4260,33,76000,1,cluster3
4261,26,18000,1,cluster7
4262,28,92000,0,cluster3
4263,35,38400,1,cluster1
4264,30,35000,0,cluster1
4265,42,22000,1,cluster10
4266,38,22000,0,cluster10
4267,28,30000,1,cluster8
4268,22,32400,1,cluster8
4269,32,60000,1,cluster3
4270,28,8500,1,cluster7
4271,31,30000,1,cluster1
4272,35,55000,0,cluster1
4273,27,37000,1,cluster8
4274,45,77000,1,cluster12
4275,32,20000,1,cluster6
4276,26,20000,1,cluster7
4277,23,150000,1,cluster5
4278,20,60000,1,cluster11
4279,36,65000,1,cluster3
4280,29,11000,1,cluster6
4281,33,58000,0,cluster3
4282,38,51600,0,cluster2
4283,29,115000,1,cluster5
4284,25,24000,1,cluster8
4285,29,25000,0,cluster8
4286,45,57000,1,cluster2
4287,30,154000,1,cluster5
4288,24,88000,0,cluster3
4289,32,59000,1,cluster3
4290,35,6000,1,cluster6
4291,31,34000,1,cluster1
4292,32,34000,1,cluster1
4293,36,52000,1,cluster2
4294,49,126000,1,cluster9
4295,23,60000,0,cluster11
4296,29,15000,1,cluster6
4297,41,22000,1,cluster10
4298,24,25000,0,cluster8
4299,36,50000,1,cluster2
4300,22,11000,1,cluster7
4301,25,10000,1,cluster7
4302,22,60000,1,cluster11
4303,28,30000,1,cluster8
4304,24,25000,1,cluster8
4305,30,43000,1,cluster1
4306,26,85000,1,cluster3
4307,52,150000,0,cluster9
4308,25,33550,0,cluster8
4309,24,9000,1,cluster7
4310,40,45700,0,cluster2
4311,40,20000,0,cluster10
4312,53,60000,0,cluster4
4313,44,50000,1,cluster2
4314,63,25000,0,cluster4
4315,25,166000,1,cluster5
4316,24,49000,1,cluster11
4317,25,32000,0,cluster8
4318,22,53000,0,cluster11
4319,38,110000,1,cluster5
4320,40,30000,1,cluster10
4321,39,15000,1,cluster10
4322,24,16500,1,cluster7
4323,25,36000,1,cluster8
4324,35,15000,1,cluster6
4325,25,8000,1,cluster7
4326,22,42000,1,cluster8
4327,26,50000,1,cluster11
4328,26,48000,1,cluster11
4329,31,30000,1,cluster1
4330,31,92000,1,cluster3
4331,33,61000,1,cluster3
4332,33,28000,1,cluster1
4333,17,60000,1,cluster11
4334,30,12000,1,cluster6
4335,25,25000,0,cluster8
4336,18,150000,1,cluster5
4337,26,21000,1,cluster8
4338,19,40000,1,cluster8
4339,38,85000,1,cluster12
4340,19,18000,1,cluster7
4341,29,20000,1,cluster6
4342,34,57000,1,cluster3
4343,60,120000,1,cluster9
4344,34,70000,0,cluster3
4345,29,30000,1,cluster8
4346,21,6000,1,cluster7
4347,43,15000,1,cluster10
4348,25,11400,1,cluster7
4349,29,10000,1,cluster6
4350,46,36000,1,cluster2
4351,28,20000,1,cluster6
4352,22,6000,0,cluster7
4353,27,35000,0,cluster8
4354,26,48000,1,cluster11
4355,56,170000,1,cluster9
4356,24,36000,1,cluster8
4357,25,27000,0,cluster8
4358,36,12300,1,cluster6
4359,22,20000,1,cluster7
4360,34,70000,1,cluster3
4361,27,65000,0,cluster11
4362,25,7350,1,cluster7
4363,21,6000,1,cluster7
4364,41,37350,1,cluster2
4365,45,20000,0,cluster10
4366,41,40000,1,cluster2
4367,27,43000,1,cluster8
4368,25,10000,1,cluster7
4369,19,100000,1,cluster5
4370,23,68000,1,cluster11
4371,38,60000,1,cluster2
4372,29,35000,1,cluster8
4373,44,75000,1,cluster12
4374,28,15000,0,cluster6
4375,37,48000,1,cluster2
4376,29,6000,1,cluster6
4377,29,12000,0,cluster6
4378,22,125000,1,cluster5
4379,44,50000,1,cluster2
4380,26,24000,1,cluster8
4381,23,17500,0,cluster7
4382,27,50000,0,cluster11
4383,27,10000,1,cluster7
4384,28,20688,1,cluster6
4385,25,30000,1,cluster8
4386,27,45000,1,cluster8
4387,27,21000,1,cluster8
4388,29,45000,1,cluster1
4389,30,63156,1,cluster3
4390,25,10000,1,cluster7
4391,26,60000,0,cluster11
4392,30,75000,1,cluster3
4393,32,90000,1,cluster3
4394,24,43000,0,cluster8
4395,48,70000,1,cluster4
4396,23,50000,1,cluster11
4397,40,60000,1,cluster2
4398,55,30000,1,cluster4
4399,23,45600,1,cluster11
4400,18,29000,1,cluster8
4401,47,100000,1,cluster9
4402,25,45000,0,cluster8
4403,38,45000,1,cluster2
4404,41,130000,1,cluster9
4405,26,55000,1,cluster11
4406,29,37000,0,cluster1
4407,23,6000,1,cluster7
4408,27,6660,1,cluster7
4409,38,50000,1,cluster2
4410,36,40000,0,cluster1
4411,31,40000,1,cluster1
4412,30,81000,1,cluster3
4413,50,125000,1,cluster9
4414,26,30000,0,cluster8
4415,46,100000,1,cluster9
4416,22,30000,1,cluster8
4417,33,55000,1,cluster1
4418,29,52000,1,cluster1
4419,28,8800,1,cluster7
4420,39,66000,1,cluster2
4421,25,69000,1,cluster11
4422,27,10000,1,cluster7
4423,31,12000,1,cluster6
4424,23,7000,1,cluster7
4425,28,36000,1,cluster8
4426,30,60000,1,cluster3
4427,23,43200,1,cluster8
4428,42,60000,1,cluster2
4429,28,40000,1,cluster8
4430,27,80000,0,cluster3
4431,35,8000,1,cluster6
4432,23,20000,1,cluster7
4433,31,30000,1,cluster1
4434,24,119000,1,cluster5
4435,32,38000,0,cluster1
4436,34,183000,1,cluster5
4437,31,73000,1,cluster3
4438,26,10000,1,cluster7
4439,38,10000,1,cluster10
4440,26,30000,0,cluster8
4441,38,40000,1,cluster2
4442,35,50000,1,cluster1
4443,22,60000,1,cluster11
4444,21,40000,1,cluster8
4445,30,60000,0,cluster3
4446,34,27000,1,cluster1
4447,28,50000,1,cluster11
4448,37,100000,1,cluster12
4449,30,6000,1,cluster6
4450,18,18000,1,cluster7
4451,21,12000,1,cluster7
4452,45,100000,1,cluster12
4453,23,8000,0,cluster7
4454,31,45000,1,cluster1
4455,31,8000,1,cluster6
4456,23,30000,0,cluster8
4457,25,100000,0,cluster5
4458,62,47000,1,cluster4
4459,40,80000,1,cluster12
4460,31,10000,1,cluster6
4461,33,60000,1,cluster3
4462,29,43000,1,cluster1
4463,48,100000,1,cluster9
4464,38,25000,1,cluster10
4465,34,15750,1,cluster6
4466,23,18000,1,cluster7
4467,25,36000,0,cluster8
4468,36,40000,1,cluster1
4469,33,6000,1,cluster6
4470,31,40000,1,cluster1
4471,24,11000,1,cluster7
4472,29,100000,1,cluster5
4473,35,7636,1,cluster6
4474,25,12000,1,cluster7
4475,34,10000,1,cluster6
4476,27,35000,1,cluster8
4477,35,35000,1,cluster1
4478,35,24000,1,cluster10
4479,23,8500,1,cluster7
4480,25,14000,1,cluster7
4481,33,80000,1,cluster3
4482,48,42000,1,cluster4
4483,25,9000,1,cluster7
4484,28,53000,0,cluster11
4485,29,80000,0,cluster3
4486,29,95000,1,cluster3
4487,27,40000,0,cluster8
4488,24,30000,1,cluster8
4489,29,10000,0,cluster6
4490,38,200000,1,cluster0
4491,27,45000,1,cluster8
4492,28,20000,1,cluster6
4493,25,44583,1,cluster8
4494,36,40000,0,cluster1
4495,27,20000,0,cluster6
4496,47,6000,1,cluster10
4497,22,24000,1,cluster8
4498,44,45000,1,cluster2
4499,38,30000,0,cluster10
4500,29,25000,1,cluster8
4501,24,42000,1,cluster8
4502,34,40000,1,cluster1
4503,28,27000,0,cluster8
4504,36,55000,1,cluster2
4505,30,18000,1,cluster6
4506,34,10000,1,cluster6
4507,31,200000,1,cluster0
4508,28,30000,1,cluster8
4509,37,75000,1,cluster3
4510,31,33600,1,cluster1
4511,35,35000,1,cluster1
4512,22,60000,1,cluster11
4513,32,15000,1,cluster6
4514,44,40000,0,cluster2
4515,46,65000,1,cluster2
4516,25,30000,1,cluster8
4517,28,11000,0,cluster7
4518,31,30000,1,cluster1
4519,35,42000,1,cluster1
4520,34,45000,1,cluster1
4521,56,120000,1,cluster9
4522,30,58000,1,cluster3
4523,29,90000,1,cluster3
4524,31,21000,0,cluster6
4525,25,48000,1,cluster11
4526,29,40000,0,cluster1
4527,25,7000,1,cluster7
4528,24,15000,0,cluster7
4529,20,18000,1,cluster7
4530,28,12600,1,cluster7
4531,26,60000,1,cluster11
4532,28,54000,1,cluster11
4533,26,11368,1,cluster7
4534,26,40000,1,cluster8
4535,41,30000,0,cluster10
4536,42,36000,1,cluster2
4537,19,21600,1,cluster7
4538,28,25000,1,cluster8
4539,28,37500,1,cluster8
4540,21,24000,1,cluster8
4541,32,54000,1,cluster1
4542,30,57600,1,cluster3
4543,28,24000,1,cluster8
4544,30,30000,1,cluster1
4545,26,30000,1,cluster8
4546,27,65000,0,cluster11
4547,32,41000,1,cluster1
4548,39,30000,1,cluster10
4549,26,40000,1,cluster8
4550,24,26000,1,cluster8
4551,28,35000,0,cluster8
4552,29,80000,1,cluster3
4553,34,77500,1,cluster3
4554,25,38000,1,cluster8
4555,20,9000,0,cluster7
4556,25,21672,1,cluster8
4557,26,19000,0,cluster7
4558,35,25000,1,cluster10
4559,52,85000,1,cluster9
4560,32,40000,1,cluster1
4561,26,12000,1,cluster7
4562,43,150000,1,cluster9
4563,44,130000,1,cluster9
4564,21,15000,1,cluster7
4565,29,9000,1,cluster6
4566,29,15000,0,cluster6
4567,26,12000,1,cluster7
4568,28,42000,1,cluster1
4569,24,43200,1,cluster8
4570,27,60000,1,cluster11
4571,33,120000,1,cluster5
4572,33,15000,1,cluster6
4573,24,55000,1,cluster11
4574,35,35000,1,cluster1
4575,27,70000,1,cluster3
4576,26,124000,1,cluster5
4577,30,120000,1,cluster5
4578,27,10300,1,cluster7
4579,27,24000,0,cluster8
4580,29,20000,1,cluster6
4581,24,10000,1,cluster7
4582,25,40000,1,cluster8
4583,38,51500,0,cluster2
4584,27,20000,1,cluster6
4585,28,42000,1,cluster1
4586,43,50000,1,cluster2
4587,30,36000,1,cluster1
4588,27,43000,1,cluster8
4589,29,40000,1,cluster1
4590,45,25000,1,cluster10
4591,25,15000,1,cluster7
4592,31,80000,1,cluster3
4593,30,12000,1,cluster6
4594,30,30000,1,cluster1
4595,34,40000,1,cluster1
4596,18,100000,1,cluster5
4597,33,14400,1,cluster6
4598,27,12000,1,cluster7
4599,29,35000,0,cluster8
4600,23,40000,0,cluster8
4601,32,80000,1,cluster3
4602,39,100000,1,cluster12
