@relation 2016_New_Coder_Survey-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.Remove-R3-4_clustered

@attribute Instance_number numeric
@attribute Age numeric
@attribute Income numeric
@attribute Gender {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
2777,41,100000,1,cluster3
2778,32,36000,0,cluster4
2779,26,20000,1,cluster1
2780,31,55000,0,cluster2
2781,26,18000,1,cluster1
2782,35,50000,1,cluster2
2783,27,80000,1,cluster2
2784,25,30000,1,cluster1
2785,36,54000,0,cluster2
2786,29,40000,0,cluster0
2787,20,7500,1,cluster1
2788,31,66000,1,cluster2
2789,37,81000,0,cluster2
2790,28,54264,1,cluster0
2791,26,71500,1,cluster2
2792,34,16000,1,cluster4
2793,37,30000,1,cluster4
2794,31,56000,1,cluster2
2795,23,66000,1,cluster0
2796,44,50000,1,cluster5
2797,41,137000,1,cluster3
2798,24,36000,0,cluster0
2799,28,30000,1,cluster1
2800,25,200000,1,cluster6
2801,17,60000,1,cluster0
2802,29,150000,1,cluster6
2803,35,75000,1,cluster2
2804,23,36000,1,cluster0
2805,31,60000,1,cluster2
2806,23,42000,1,cluster0
2807,28,40000,1,cluster0
2808,32,10000,1,cluster1
2809,26,42000,1,cluster0
2810,42,20000,1,cluster4
2811,32,12000,1,cluster4
2812,28,16000,1,cluster1
2813,32,90000,1,cluster3
2814,25,10000,0,cluster1
2815,46,40000,1,cluster5
2816,25,10000,1,cluster1
2817,26,33000,0,cluster0
2818,28,8000,1,cluster1
2819,34,68000,1,cluster2
2820,36,50000,1,cluster2
2821,31,24000,0,cluster4
2822,21,6000,1,cluster1
2823,36,80000,1,cluster2
2824,33,18000,1,cluster4
2825,23,12000,1,cluster1
2826,23,60000,1,cluster0
2827,45,20000,0,cluster4
2828,17,50000,1,cluster0
2829,28,20000,1,cluster1
2830,22,6000,1,cluster1
2831,23,25000,1,cluster1
2832,32,20000,1,cluster4
2833,16,36000,1,cluster0
2834,26,80000,1,cluster2
2835,22,8000,1,cluster1
2836,24,17000,1,cluster1
2837,37,30000,1,cluster4
2838,43,30000,1,cluster4
2839,45,86000,1,cluster3
2840,23,62400,1,cluster0
2841,24,92000,0,cluster2
2842,30,75000,1,cluster2
2843,24,35000,1,cluster0
2844,23,12000,1,cluster1
2845,35,108000,1,cluster3
2846,33,38000,1,cluster4
2847,27,50000,1,cluster0
2848,24,24000,1,cluster1
2849,45,8000,1,cluster4
2850,36,38000,1,cluster4
2851,39,75000,0,cluster2
2852,27,26076,1,cluster1
2853,27,12000,0,cluster1
2854,24,20000,1,cluster1
2855,45,30000,0,cluster4
2856,43,135000,1,cluster3
2857,26,12000,1,cluster1
2858,31,7000,1,cluster1
2859,25,65000,1,cluster0
2860,33,12000,1,cluster4
2861,60,65000,0,cluster5
2862,65,114000,0,cluster5
2863,47,97000,1,cluster3
2864,26,43000,1,cluster0
2865,37,155000,0,cluster6
2866,32,70000,1,cluster2
2867,24,20000,1,cluster1
2868,50,25000,1,cluster5
2869,30,30000,1,cluster1
2870,43,50000,0,cluster5
2871,29,23500,1,cluster1
2872,23,26000,1,cluster1
2873,25,54000,0,cluster0
2874,23,60000,1,cluster0
2875,38,200000,1,cluster6
2876,55,60000,1,cluster5
2877,24,25000,0,cluster1
2878,45,65000,1,cluster5
2879,31,93500,1,cluster3
2880,24,30000,0,cluster1
2881,31,60000,0,cluster2
2882,28,32000,1,cluster0
2883,47,90000,1,cluster3
2884,26,60000,0,cluster0
2885,37,30000,1,cluster4
2886,19,10000,1,cluster1
2887,34,40000,1,cluster4
2888,40,24400,1,cluster4
2889,31,80000,1,cluster2
2890,37,38916,0,cluster4
2891,25,6000,1,cluster1
2892,26,48000,1,cluster0
2893,29,12500,1,cluster1
2894,26,28000,1,cluster1
2895,22,60000,0,cluster0
2896,41,125000,1,cluster3
2897,24,38000,1,cluster0
2898,35,49000,1,cluster2
2899,30,48000,1,cluster0
2900,48,45000,1,cluster5
2901,46,45000,0,cluster5
2902,24,43200,1,cluster0
2903,31,24000,0,cluster4
2904,24,18200,1,cluster1
2905,23,53500,1,cluster0
2906,26,10000,1,cluster1
2907,27,6000,1,cluster1
2908,32,56000,1,cluster2
2909,25,12000,1,cluster1
2910,19,18000,1,cluster1
2911,36,40000,1,cluster4
2912,23,20000,0,cluster1
2913,37,85000,1,cluster3
2914,36,120000,1,cluster3
2915,30,10000,1,cluster1
2916,28,38000,1,cluster0
2917,24,43000,0,cluster0
2918,23,30000,1,cluster1
2919,37,50000,1,cluster4
2920,31,30000,1,cluster4
2921,31,15000,1,cluster1
2922,29,16000,1,cluster1
2923,29,60000,0,cluster2
2924,39,21948,1,cluster4
2925,32,24000,1,cluster4
2926,52,12000,1,cluster5
2927,25,28800,1,cluster1
2928,21,8000,1,cluster1
2929,40,12000,1,cluster4
2930,27,40000,1,cluster0
2931,32,60000,1,cluster2
2932,30,35000,1,cluster0
2933,32,23000,1,cluster4
2934,35,27000,1,cluster4
2935,31,25000,1,cluster4
2936,29,30000,1,cluster1
2937,24,9000,1,cluster1
2938,26,29000,1,cluster1
2939,31,12000,1,cluster1
2940,34,40000,1,cluster4
2941,36,50000,1,cluster2
2942,28,22000,0,cluster1
2943,23,48000,1,cluster0
2944,36,51000,1,cluster2
2945,23,35600,1,cluster0
2946,33,30000,1,cluster4
2947,32,33000,1,cluster4
2948,28,30000,0,cluster1
2949,24,60000,0,cluster0
2950,24,60000,1,cluster0
2951,45,92000,1,cluster3
2952,34,90000,1,cluster3
2953,42,150000,1,cluster6
2954,43,18000,1,cluster4
2955,29,41000,0,cluster0
2956,30,10000,1,cluster1
2957,25,14000,1,cluster1
2958,46,55000,1,cluster5
2959,26,9600,1,cluster1
2960,24,32000,1,cluster0
2961,20,42000,1,cluster0
2962,23,35000,1,cluster0
2963,25,15000,1,cluster1
2964,21,20000,1,cluster1
2965,33,42000,1,cluster4
2966,26,10000,1,cluster1
2967,25,12000,1,cluster1
2968,25,64800,1,cluster0
2969,31,50000,1,cluster0
2970,29,130000,1,cluster3
2971,20,12000,1,cluster1
2972,32,25000,1,cluster4
2973,38,28000,1,cluster4
2974,23,35000,1,cluster0
2975,34,80000,1,cluster2
2976,22,30000,1,cluster1
2977,23,26000,1,cluster1
2978,24,8000,1,cluster1
2979,28,7700,1,cluster1
2980,28,40000,1,cluster0
2981,25,38000,0,cluster0
2982,31,30000,1,cluster4
2983,25,50000,0,cluster0
2984,34,74000,1,cluster2
2985,25,36000,1,cluster0
2986,22,20000,1,cluster1
2987,29,6000,0,cluster1
2988,21,14400,1,cluster1
2989,26,36000,0,cluster0
2990,32,200000,0,cluster6
2991,23,200000,0,cluster6
2992,24,12000,1,cluster1
2993,29,70000,0,cluster2
2994,25,35000,1,cluster0
2995,35,65000,1,cluster2
2996,23,20000,0,cluster1
2997,25,50000,1,cluster0
2998,36,30000,0,cluster4
2999,40,72000,0,cluster2
3000,34,82000,0,cluster2
3001,28,53000,0,cluster0
3002,24,56000,1,cluster0
3003,41,27000,0,cluster4
3004,42,76000,1,cluster2
3005,36,18000,1,cluster4
3006,39,36000,1,cluster4
3007,24,12000,1,cluster1
3008,27,13000,0,cluster1
3009,20,16000,1,cluster1
3010,25,6000,1,cluster1
3011,25,29000,0,cluster1
3012,27,80000,0,cluster2
3013,22,113500,1,cluster3
3014,22,200000,1,cluster6
3015,36,85000,0,cluster2
3016,25,59000,1,cluster0
3017,27,40000,1,cluster0
3018,26,45000,1,cluster0
3019,29,74000,1,cluster2
3020,29,60000,1,cluster2
3021,28,70000,0,cluster2
3022,16,6000,0,cluster1
3023,27,35000,1,cluster0
3024,29,40000,0,cluster0
3025,25,32000,0,cluster0
3026,25,6000,1,cluster1
3027,37,40000,1,cluster4
3028,27,32000,1,cluster0
3029,25,6000,1,cluster1
3030,24,41000,1,cluster0
3031,40,80000,1,cluster2
3032,26,79000,1,cluster2
3033,18,8400,1,cluster1
3034,29,80000,1,cluster2
3035,45,46000,1,cluster5
3036,33,70000,1,cluster2
3037,30,80000,1,cluster2
3038,25,40000,1,cluster0
3039,35,35000,1,cluster4
3040,27,10000,1,cluster1
3041,25,60000,1,cluster0
3042,23,12000,1,cluster1
3043,40,175000,1,cluster6
3044,25,15000,1,cluster1
3045,29,36000,1,cluster0
3046,33,10000,1,cluster4
3047,26,35000,1,cluster0
3048,27,20000,1,cluster1
3049,45,22000,1,cluster4
3050,23,64800,1,cluster0
3051,24,6750,1,cluster1
3052,35,80000,1,cluster2
3053,40,30000,0,cluster4
3054,41,70000,1,cluster2
3055,44,67000,0,cluster5
3056,32,40000,1,cluster4
3057,31,62000,1,cluster2
3058,26,40000,1,cluster0
3059,20,40000,1,cluster0
3060,25,60000,0,cluster0
3061,21,10000,1,cluster1
3062,32,96000,1,cluster3
3063,28,76000,1,cluster2
3064,27,18000,1,cluster1
3065,39,36000,0,cluster4
3066,20,60000,1,cluster0
3067,32,30000,1,cluster4
3068,29,48000,1,cluster0
3069,30,42000,0,cluster0
3070,25,18000,1,cluster1
3071,22,7000,1,cluster1
3072,27,12000,1,cluster1
3073,30,44000,1,cluster0
3074,30,6000,1,cluster1
3075,28,34000,0,cluster0
3076,38,70000,1,cluster2
3077,18,9600,1,cluster1
3078,25,43000,0,cluster0
3079,34,200000,1,cluster6
3080,45,85000,1,cluster3
3081,28,30000,0,cluster1
3082,34,35000,1,cluster4
3083,36,90000,1,cluster3
3084,23,10000,0,cluster1
3085,29,20000,1,cluster1
3086,23,21600,1,cluster1
3087,23,60000,1,cluster0
3088,29,32000,1,cluster0
3089,37,200000,1,cluster6
3090,40,65000,1,cluster2
3091,33,50000,0,cluster2
3092,21,9600,1,cluster1
3093,27,10000,1,cluster1
3094,32,200000,1,cluster6
3095,26,50000,1,cluster0
3096,24,22000,0,cluster1
3097,18,54000,1,cluster0
3098,31,45000,1,cluster0
3099,33,25000,1,cluster4
3100,32,10000,1,cluster1
3101,48,100000,1,cluster3
3102,37,17000,0,cluster4
3103,24,40000,1,cluster0
3104,33,58000,1,cluster2
3105,22,48000,1,cluster0
3106,39,60000,0,cluster2
3107,27,30000,0,cluster1
3108,20,10000,1,cluster1
3109,35,30000,1,cluster4
3110,28,80000,1,cluster2
3111,26,11000,0,cluster1
3112,26,48000,0,cluster0
3113,34,23000,1,cluster4
3114,22,26000,1,cluster1
3115,16,48000,1,cluster0
3116,29,6500,1,cluster1
3117,19,48000,1,cluster0
3118,41,17000,1,cluster4
3119,40,102000,1,cluster3
3120,33,135000,1,cluster3
3121,23,26500,1,cluster1
3122,25,27000,1,cluster1
3123,27,30000,0,cluster1
3124,35,49000,1,cluster2
3125,26,26000,1,cluster1
3126,21,117500,0,cluster3
3127,28,9000,1,cluster1
3128,47,20000,1,cluster4
3129,35,35000,1,cluster4
3130,32,50000,1,cluster2
3131,24,6000,1,cluster1
3132,23,12000,1,cluster1
3133,32,20000,1,cluster4
3134,54,200000,1,cluster6
3135,18,18000,1,cluster1
3136,39,50000,1,cluster4
3137,29,40000,0,cluster0
3138,25,21000,1,cluster1
3139,33,130000,1,cluster3
3140,51,80000,1,cluster5
3141,29,35000,1,cluster0
3142,30,60000,1,cluster2
3143,25,22000,0,cluster1
3144,29,24390,1,cluster1
3145,31,69000,1,cluster2
3146,22,39600,1,cluster0
3147,41,105000,1,cluster3
3148,30,47000,1,cluster0
3149,42,15000,1,cluster4
3150,27,47700,1,cluster0
3151,26,32000,1,cluster0
3152,27,110000,1,cluster3
3153,35,30000,1,cluster4
3154,39,85000,1,cluster3
3155,24,54000,1,cluster0
3156,25,16800,1,cluster1
3157,28,50000,1,cluster0
3158,30,40000,1,cluster0
3159,30,6000,1,cluster1
3160,31,12000,1,cluster1
3161,23,25000,1,cluster1
3162,40,170000,1,cluster6
3163,26,42000,1,cluster0
3164,24,24000,1,cluster1
3165,39,22000,1,cluster4
3166,39,50000,1,cluster4
3167,27,20000,1,cluster1
3168,24,8000,0,cluster1
3169,34,32000,0,cluster4
3170,22,21000,1,cluster1
3171,26,16000,1,cluster1
3172,20,6000,1,cluster1
3173,30,67500,1,cluster2
3174,26,43200,1,cluster0
3175,26,42000,0,cluster0
3176,53,67000,1,cluster5
3177,34,132000,1,cluster3
3178,44,24000,1,cluster4
3179,25,9000,1,cluster1
3180,58,42000,0,cluster5
3181,41,125000,1,cluster3
3182,24,75000,1,cluster2
3183,25,67500,1,cluster2
3184,29,10000,1,cluster1
3185,35,100000,1,cluster3
3186,24,12000,1,cluster1
3187,25,10000,1,cluster1
3188,24,54000,1,cluster0
3189,40,60000,1,cluster2
3190,30,200000,1,cluster6
3191,27,46000,1,cluster0
3192,32,42000,1,cluster0
3193,34,60000,1,cluster2
3194,38,35000,0,cluster4
3195,23,30000,1,cluster1
3196,33,110000,1,cluster3
3197,23,48000,1,cluster0
3198,25,26000,0,cluster1
3199,20,48000,1,cluster0
3200,32,29000,0,cluster4
3201,23,25000,1,cluster1
3202,31,48000,1,cluster0
3203,30,33000,0,cluster0
3204,30,41200,1,cluster0
3205,34,20000,0,cluster4
3206,21,30000,1,cluster1
3207,42,62000,1,cluster5
3208,21,10000,1,cluster1
3209,27,66300,1,cluster2
3210,34,16000,1,cluster4
3211,46,30000,1,cluster5
3212,23,43200,1,cluster0
3213,26,15000,1,cluster1
3214,33,80000,1,cluster2
3215,25,40000,1,cluster0
3216,32,50000,1,cluster2
3217,25,45600,1,cluster0
3218,29,11350,1,cluster1
3219,26,44000,0,cluster0
3220,33,65280,1,cluster2
3221,28,29000,0,cluster1
3222,30,120000,1,cluster3
3223,47,60000,0,cluster5
3224,37,95000,0,cluster3
3225,34,78000,0,cluster2
3226,29,130000,1,cluster3
3227,25,48000,1,cluster0
3228,31,30000,1,cluster4
3229,33,30000,0,cluster4
3230,36,38400,0,cluster4
3231,31,60000,1,cluster2
3232,36,115000,1,cluster3
3233,28,35000,0,cluster0
3234,30,30000,1,cluster1
3235,30,25000,1,cluster1
3236,26,110000,1,cluster3
3237,36,31800,1,cluster4
3238,30,32400,1,cluster0
3239,28,37000,1,cluster0
3240,26,30000,1,cluster1
3241,36,20000,1,cluster4
3242,27,65000,1,cluster2
3243,37,36000,1,cluster4
3244,34,9600,0,cluster4
3245,31,30000,1,cluster4
3246,16,24000,1,cluster1
3247,23,10000,1,cluster1
3248,18,7600,1,cluster1
3249,30,45000,0,cluster0
3250,29,36000,1,cluster0
3251,34,30000,1,cluster4
3252,37,28000,1,cluster4
3253,24,36000,0,cluster0
3254,31,50000,1,cluster0
3255,33,200000,1,cluster6
3256,30,60000,1,cluster2
3257,37,10500,1,cluster4
3258,27,25200,1,cluster1
3259,33,25000,1,cluster4
3260,29,20000,1,cluster1
3261,34,24000,1,cluster4
3262,31,37500,1,cluster0
3263,25,50000,1,cluster0
3264,32,50000,0,cluster2
3265,43,79000,1,cluster5
3266,25,35000,1,cluster0
3267,28,95000,1,cluster3
3268,38,190000,1,cluster6
3269,48,45000,0,cluster5
3270,23,18000,1,cluster1
3271,29,53000,1,cluster0
3272,31,10000,0,cluster1
3273,26,60000,1,cluster0
3274,26,52080,1,cluster0
3275,24,43200,1,cluster0
3276,69,48000,1,cluster5
3277,35,32300,1,cluster4
3278,28,30000,1,cluster1
3279,24,150000,1,cluster6
3280,23,25000,0,cluster1
3281,23,7000,0,cluster1
3282,39,31000,0,cluster4
3283,23,15000,1,cluster1
3284,26,45000,1,cluster0
3285,38,45000,1,cluster4
3286,34,200000,1,cluster6
3287,34,118000,1,cluster3
3288,28,11000,1,cluster1
3289,29,35000,1,cluster0
3290,26,15000,1,cluster1
3291,39,70000,0,cluster2
3292,34,55000,1,cluster2
3293,20,18456,0,cluster1
3294,46,35000,0,cluster5
3295,27,45000,1,cluster0
3296,28,40000,1,cluster0
3297,50,100000,1,cluster3
3298,35,30000,1,cluster4
3299,29,80000,1,cluster2
3300,27,24000,1,cluster1
3301,35,18000,1,cluster4
3302,26,10000,1,cluster1
3303,42,8000,0,cluster4
3304,26,53000,1,cluster0
3305,49,30000,1,cluster5
3306,22,8820,1,cluster1
3307,27,52000,1,cluster0
3308,25,110000,1,cluster3
3309,56,20000,1,cluster5
3310,39,40000,1,cluster4
3311,25,50000,1,cluster0
3312,29,30000,0,cluster1
3313,28,50000,1,cluster0
3314,25,65000,0,cluster0
3315,29,45000,1,cluster0
3316,26,16000,1,cluster1
3317,35,51500,0,cluster2
3318,29,65000,1,cluster2
3319,25,8000,1,cluster1
3320,26,20000,1,cluster1
3321,32,24000,1,cluster4
3322,22,9000,1,cluster1
3323,31,90000,1,cluster2
3324,31,65000,1,cluster2
3325,31,43000,1,cluster0
3326,33,38000,1,cluster4
3327,36,9500,1,cluster4
3328,25,46500,1,cluster0
3329,34,25000,0,cluster4
3330,21,20000,1,cluster1
3331,28,28000,1,cluster1
3332,26,60000,1,cluster0
3333,28,20000,1,cluster1
3334,25,36000,1,cluster0
3335,20,14000,1,cluster1
3336,23,51600,1,cluster0
3337,27,40000,1,cluster0
3338,33,20000,1,cluster4
3339,24,25000,1,cluster1
3340,35,25000,1,cluster4
3341,30,65000,1,cluster2
3342,31,18000,1,cluster1
3343,29,39600,1,cluster0
3344,34,36000,1,cluster4
3345,30,50000,1,cluster0
3346,28,40000,1,cluster0
3347,26,24000,1,cluster1
3348,28,11000,1,cluster1
3349,20,48000,1,cluster0
3350,23,54000,1,cluster0
3351,27,38000,1,cluster0
3352,23,18000,1,cluster1
3353,17,8000,1,cluster1
3354,28,60000,1,cluster2
3355,32,160000,1,cluster6
3356,39,80000,1,cluster2
3357,18,36984,1,cluster0
3358,30,16000,1,cluster1
3359,31,105000,1,cluster3
3360,23,28000,1,cluster1
3361,33,80000,1,cluster2
3362,28,45911,0,cluster0
3363,26,50000,1,cluster0
3364,23,20400,1,cluster1
3365,50,50000,1,cluster5
3366,23,10000,1,cluster1
3367,27,48000,1,cluster0
3368,32,85000,1,cluster2
3369,21,12500,0,cluster1
3370,34,100000,1,cluster3
3371,50,89000,1,cluster5
3372,24,72500,1,cluster2
3373,36,20000,1,cluster4
3374,49,15000,1,cluster5
3375,24,9400,1,cluster1
3376,19,42000,1,cluster0
3377,55,67000,0,cluster5
3378,30,70000,1,cluster2
3379,21,60000,1,cluster0
3380,27,30000,1,cluster1
3381,32,49800,1,cluster2
3382,32,25000,1,cluster4
3383,23,59136,1,cluster0
3384,21,40000,1,cluster0
3385,21,6000,1,cluster1
3386,23,60000,0,cluster0
3387,46,50000,1,cluster5
3388,29,15000,1,cluster1
3389,28,20000,1,cluster1
3390,28,25000,1,cluster1
3391,44,150000,1,cluster6
3392,27,44000,0,cluster0
3393,21,48000,1,cluster0
3394,25,20000,0,cluster1
3395,32,94000,0,cluster3
3396,33,90000,1,cluster3
3397,21,54000,1,cluster0
3398,29,24000,1,cluster1
3399,50,44000,0,cluster5
3400,32,100000,1,cluster3
3401,37,152000,1,cluster6
3402,59,130000,1,cluster3
3403,30,200000,1,cluster6
3404,33,36000,1,cluster4
3405,24,12000,1,cluster1
3406,34,25000,1,cluster4
3407,32,24000,1,cluster4
3408,38,73000,0,cluster2
3409,21,8000,1,cluster1
3410,21,54000,1,cluster0
3411,28,115000,1,cluster3
3412,29,18000,1,cluster1
3413,23,11709,1,cluster1
3414,38,39000,0,cluster4
3415,41,130000,0,cluster3
3416,22,14000,1,cluster1
3417,24,200000,1,cluster6
3418,23,20000,1,cluster1
3419,26,54000,1,cluster0
3420,51,125000,0,cluster3
3421,25,30000,0,cluster1
3422,26,40000,1,cluster0
3423,25,8000,1,cluster1
3424,31,40000,0,cluster0
3425,23,60000,1,cluster0
3426,32,130000,1,cluster3
3427,29,43000,1,cluster0
3428,33,140000,1,cluster3
3429,30,71000,1,cluster2
3430,48,90000,1,cluster5
3431,51,15000,1,cluster5
3432,23,200000,1,cluster6
3433,24,47000,1,cluster0
3434,39,55000,1,cluster2
3435,37,40000,1,cluster4
3436,27,65000,1,cluster2
3437,29,24000,0,cluster1
3438,23,10000,1,cluster1
3439,31,15600,1,cluster1
3440,26,10000,1,cluster1
3441,34,32000,1,cluster4
3442,21,12000,1,cluster1
3443,35,25000,1,cluster4
3444,19,36888,1,cluster0
3445,45,12000,1,cluster4
3446,30,84000,1,cluster2
3447,33,70000,0,cluster2
3448,24,20000,1,cluster1
3449,28,41000,0,cluster0
3450,29,35000,1,cluster0
3451,27,53000,1,cluster0
3452,27,45000,1,cluster0
3453,21,45000,1,cluster0
3454,43,25000,1,cluster4
3455,29,77000,1,cluster2
3456,29,36000,1,cluster0
3457,56,12000,1,cluster5
3458,31,25000,0,cluster4
3459,37,6000,0,cluster4
3460,48,125000,1,cluster3
3461,34,72500,1,cluster2
3462,29,44000,1,cluster0
3463,36,20000,1,cluster4
3464,24,12000,1,cluster1
3465,28,21000,1,cluster1
3466,26,36000,1,cluster0
3467,22,12000,1,cluster1
3468,26,20000,1,cluster1
3469,35,80000,1,cluster2
3470,26,6000,1,cluster1
3471,41,44000,1,cluster4
3472,33,38000,0,cluster4
3473,39,40000,0,cluster4
3474,37,30000,1,cluster4
3475,26,22500,1,cluster1
3476,27,37500,1,cluster0
3477,32,67000,0,cluster2
3478,24,6000,1,cluster1
3479,24,6000,0,cluster1
3480,28,53000,1,cluster0
3481,38,35000,1,cluster4
3482,23,50000,1,cluster0
3483,29,50000,1,cluster0
3484,27,10500,1,cluster1
3485,23,9000,0,cluster1
3486,24,33000,1,cluster0
3487,31,70000,1,cluster2
3488,48,52000,1,cluster5
3489,50,90000,1,cluster5
3490,27,35000,0,cluster0
3491,40,45000,1,cluster4
3492,22,16800,1,cluster1
3493,35,55000,1,cluster2
3494,49,60000,1,cluster5
3495,29,20000,1,cluster1
3496,58,88000,0,cluster5
3497,33,32000,1,cluster4
3498,30,10000,1,cluster1
3499,30,65000,1,cluster2
3500,32,12000,1,cluster4
3501,75,125000,1,cluster5
3502,39,45000,0,cluster4
3503,24,10501,1,cluster1
3504,35,25000,1,cluster4
3505,33,20000,1,cluster4
3506,44,24000,0,cluster4
3507,26,18000,1,cluster1
3508,35,80000,0,cluster2
3509,38,10000,1,cluster4
3510,46,20000,1,cluster4
3511,36,60000,1,cluster2
3512,29,47500,0,cluster0
3513,20,6500,1,cluster1
3514,36,60000,1,cluster2
3515,37,28000,1,cluster4
3516,24,30000,1,cluster1
3517,27,32000,1,cluster0
3518,30,20000,1,cluster1
3519,36,105000,1,cluster3
3520,36,23000,1,cluster4
3521,24,24000,1,cluster1
3522,27,25000,0,cluster1
3523,27,70000,1,cluster2
3524,30,50000,1,cluster0
3525,25,12000,1,cluster1
3526,25,28000,0,cluster1
3527,24,33000,1,cluster0
3528,24,45000,1,cluster0
3529,33,70000,0,cluster2
3530,26,68400,1,cluster2
3531,42,34000,1,cluster4
3532,41,28000,1,cluster4
3533,30,81000,1,cluster2
3534,38,85000,1,cluster3
3535,27,50000,1,cluster0
3536,28,22000,1,cluster1
3537,34,120000,1,cluster3
3538,35,40000,1,cluster4
3539,41,80000,1,cluster3
3540,31,45000,1,cluster0
3541,33,30000,1,cluster4
3542,23,24000,1,cluster1
3543,45,33000,1,cluster5
3544,30,14600,0,cluster1
3545,39,30000,1,cluster4
3546,35,65000,0,cluster2
3547,23,10000,0,cluster1
3548,32,17000,1,cluster4
3549,36,10000,1,cluster4
3550,52,50000,0,cluster5
3551,28,49000,1,cluster0
3552,36,200000,1,cluster6
3553,27,150000,0,cluster6
3554,29,32000,1,cluster0
3555,33,50000,1,cluster2
3556,21,6000,1,cluster1
3557,34,115000,1,cluster3
3558,28,30000,1,cluster1
3559,34,9000,1,cluster4
3560,22,32000,1,cluster1
3561,32,30000,1,cluster4
3562,25,30000,0,cluster1
3563,52,95000,1,cluster5
3564,31,84000,0,cluster2
3565,25,12000,1,cluster1
3566,50,130000,1,cluster3
3567,24,26000,1,cluster1
3568,33,10000,1,cluster4
3569,27,58800,1,cluster0
3570,26,30000,1,cluster1
3571,29,9000,1,cluster1
3572,44,200000,1,cluster6
3573,24,60000,1,cluster0
3574,26,15000,1,cluster1
3575,23,38000,0,cluster0
3576,27,50000,1,cluster0
3577,26,42000,1,cluster0
3578,24,52500,0,cluster0
3579,31,11500,1,cluster1
3580,46,24100,0,cluster4
3581,58,30000,1,cluster5
3582,21,15364,1,cluster1
3583,27,66000,1,cluster2
3584,23,36000,1,cluster0
3585,37,19000,1,cluster4
3586,25,100000,1,cluster3
3587,28,65000,1,cluster2
3588,36,71000,1,cluster2
3589,60,13000,1,cluster5
3590,50,68000,0,cluster5
3591,25,34000,0,cluster0
3592,27,50000,1,cluster0
3593,23,6000,1,cluster1
3594,27,25000,1,cluster1
3595,29,11000,1,cluster1
3596,29,7000,1,cluster1
3597,23,12600,1,cluster1
3598,30,22000,1,cluster1
3599,31,75000,0,cluster2
3600,28,26000,1,cluster1
3601,21,150000,1,cluster6
3602,40,24000,1,cluster4
3603,26,34000,1,cluster0
3604,36,65000,1,cluster2
3605,35,60000,1,cluster2
3606,24,22800,0,cluster1
3607,52,43200,1,cluster5
3608,39,8500,1,cluster4
3609,35,48000,1,cluster4
3610,39,35000,1,cluster4
3611,27,40000,1,cluster0
3612,29,33000,0,cluster0
3613,33,30400,1,cluster4
3614,41,40000,0,cluster4
3615,37,60000,1,cluster2
3616,26,35000,1,cluster0
3617,28,32000,0,cluster0
3618,29,37000,1,cluster0
3619,23,60000,1,cluster0
3620,26,84000,1,cluster2
3621,30,50000,0,cluster0
3622,26,67500,1,cluster2
3623,26,80000,1,cluster2
3624,43,32500,0,cluster4
3625,24,53855,0,cluster0
3626,22,6000,0,cluster1
3627,52,90000,1,cluster5
3628,38,130000,1,cluster3
3629,39,20000,0,cluster4
3630,28,68000,1,cluster2
3631,27,42000,0,cluster0
3632,44,24500,1,cluster4
3633,49,13000,1,cluster5
3634,30,60000,1,cluster2
3635,23,80000,0,cluster2
3636,26,36000,1,cluster0
3637,18,36000,1,cluster0
3638,27,30000,1,cluster1
3639,32,45000,0,cluster0
3640,32,50000,1,cluster2
3641,35,10000,1,cluster4
3642,26,45000,0,cluster0
3643,26,20068,1,cluster1
3644,43,10000,0,cluster4
3645,37,12000,1,cluster4
3646,27,38000,1,cluster0
3647,22,6000,1,cluster1
3648,31,15000,1,cluster1
3649,29,21000,1,cluster1
3650,26,18000,1,cluster1
3651,31,62000,1,cluster2
3652,36,100000,1,cluster3
3653,27,25000,0,cluster1
3654,25,40000,1,cluster0
3655,26,60000,0,cluster0
3656,30,13000,1,cluster1
3657,35,28000,1,cluster4
3658,17,60000,1,cluster0
3659,44,31000,1,cluster4
3660,24,10000,1,cluster1
3661,32,44000,1,cluster0
3662,27,12000,1,cluster1
3663,25,42000,0,cluster0
3664,35,35000,1,cluster4
3665,51,50000,1,cluster5
3666,32,10000,1,cluster1
3667,30,13000,1,cluster1
3668,27,42000,1,cluster0
3669,25,40000,1,cluster0
3670,27,18000,1,cluster1
3671,35,20000,1,cluster4
3672,42,46000,1,cluster4
3673,28,10000,1,cluster1
3674,32,65000,0,cluster2
3675,22,7000,1,cluster1
3676,24,60000,1,cluster0
3677,44,20000,0,cluster4
3678,28,68000,0,cluster2
3679,25,43000,1,cluster0
3680,50,50000,1,cluster5
3681,36,25000,0,cluster4
3682,28,13000,1,cluster1
3683,30,105000,0,cluster3
3684,35,90000,1,cluster3
3685,44,92000,1,cluster3
3686,31,45000,1,cluster0
3687,23,7000,1,cluster1
3688,31,90000,1,cluster2
3689,30,45000,0,cluster0
3690,32,63000,1,cluster2
3691,24,6000,1,cluster1
3692,20,60000,1,cluster0
3693,46,102000,1,cluster3
3694,31,40000,0,cluster0
3695,32,85000,1,cluster2
3696,36,90000,1,cluster3
3697,19,10000,1,cluster1
3698,32,15000,1,cluster4
