Latitude, Aircraft.Damage, Longitude
29.355556, 1, -4
33.883333, 2, -5
25.8425, 2, -4
33.028056, 3, -5
45.323611, 2, -6
35.61, 2, -5
37.984166, 3, -6
42.579167, 2, -4
61.394444, 2, -7
42.288889, 2, -4
38.9725, 2, -3
44.823056, 2, -4
41.028611, 3, -5
44.224723, 2, -4
45.901667, 2, -6
28.867778, 2, -4
59.933056, 2, -8
40.000833, 2, -5
38.668611, 2, -6
34.46, 2, -4
62.3125, 2, -7
31.539444, 2, -4
34.608889, 2, -4
33.983333, 2, -5
36.584444, 2, -3
35.617223, 2, -5
32.566667, 2, -5
39.103333, 2, -4
40.723889, 2, -3
45.216389, 2, -6
35.080556, 2, -5
29.7275, 2, -4
21.105278, 2, 1
42.871667, 2, -6
43.090277, 2, -4
25.647777, 2, -4
60.516667, 2, -7
44.880556, 1, -4
48.575834, 2, -6
68.118056, 2, -7
64.036944, 2, -7
29.338889, 2, -4
45.385555, 2, -4
40.163056, 2, -4
27.381111, 2, -4
38.213056, 2, -6
26.197222, 2, -4
40.35, 2, -5
-23.85, 1, 6
34.885833, 2, -4
60.3325, 2, -7
33.963611, 3, -5
40.712222, 2, -5
35.9075, 2, -4
37.835, 2, -5
20.898611, 2, -7
40.104167, 2, -5
39.749166, 2, -3
43.316389, 2, -4
33.038333, 2, -4
60.531667, 2, -7
19.333333, 2, -3
43.984444, 2, -4
37.127778, 2, -4
61.401111, 2, -7
40.516389, 2, -5
42.790555, 2, -4
32.827223, 2, -5
40.505278, 3, -6
35.014722, 3, -3
39.078056, 2, -3
33.817778, 2, -5
33.875556, 3, -5
-12.191111, 2, -3
29.136944, 2, -4
47.989722, 3, -5
37.960278, 2, -5
38.096111, 2, -4
33.339166, 2, -5
63.283333, 2, -7
64, 2, 7
-2.216667, 3, 1
34.265556, 2, -5
42.114167, 2, -4
35.816389, 2, -4
32.751667, 2, -5
40.301389, 3, -4
41.991944, 2, -4
27.218056, 2, -4
29.533333, 2, -5
46.034722, 2, -2
46.207778, 2, -5
35.436111, 2, -4
34.605556, 2, -5
43.8775, 2, -5
25.416667, 2, -3
29.338333, 2, -4
55.566667, 2, -6
29.978334, 2, -4
40.442777, 2, -3
33.601389, 2, -4
64.733333, 2, -7
33.024167, 2, -5
48.153056, 2, -5
33.172778, 2, -4
58.901667, 2, -6
31.020278, 2, 4
40.215278, 3, -3
43.484444, 2, 4
28.620278, 2, -4
30.741666, 2, -4
42.962778, 2, -3
41.366111, 2, -5
51.493611, 2, -2
59.005556, 2, -6
21.388333, 2, -7
39.756111, 2, -4
36.921945, 2, -6
30.476945, 3, -4
35.9475, 2, -5
36.034722, 2, -4
39.7125, 2, -4
53.456389, 2, -8
38.096111, 1, -4
42.439722, 2, -5
40.108889, 2, -3
40.586389, 2, -5
37.699444, 2, -6
37.251667, 2, -5
40.288333, 2, -3
34.750833, 3, -5
59.368889, 2, -6
33.983333, 2, -4
33.685277, 2, -5
37.856667, 2, -4
61.186944, 2, -7
46.348611, 2, -4
39.223334, 3, -6
38.498333, 2, -3
38.316945, 2, -3
22.081945, 2, -7
29.521667, 2, -4
26.378611, 2, -4
36.129723, 2, -4
35.586944, 3, -4
35.16, 2, -2
44.926111, 2, -4
35.617223, 2, -5
42.804444, 3, 0
39.638889, 2, -5
34.873611, 2, -5
35.038611, 2, -4
60.766667, 2, -8
36.741666, 2, -5
40.536666, 2, -4
13.933333, 3, 6
45.449166, 2, -4
41.519723, 2, -4
34.675556, 2, -4
65.830556, 2, -7
40.885277, 2, -4
38.940555, 2, -5
38.833333, 2, -5
44.888889, 2, -5
41.736111, 2, -3
43.752222, 2, -5
35.952222, 2, -5
41.433333, 2, -4
39.32, 2, -6
40.310278, 2, -4
35.9475, 2, -5
10.316667, 3, -4
36.269167, 2, -5
49.435, 1, 0
35.710278, 3, -5
47.293333, 2, 0
39.942777, 2, -3
31.3025, 2, -4
36.893611, 3, -5
42.267223, 2, -3
41.784166, 2, -5
42.808611, 2, -3
47.842777, 2, -5
42.723611, 2, -4
27.262778, 2, -4
37.6925, 2, -6
31.776111, 3, -4
42.572223, 2, -4
26.163333, 3, -4
36.884444, 2, -5
44.383334, 3, 4
35.416111, 2, -3
56.913611, 2, 6
29.882223, 2, -4
42.460556, 2, -3
46.531945, 2, -6
38.191944, 2, -6
37.185833, 2, -4
30.6375, 2, -4
40.617223, 2, -4
37.203056, 2, -5
37.284722, 2, -6
48.542777, 3, -6
37.988055, 2, -4
44.926111, 2, 0
33.013889, 2, -4
52.617223, 3, 0
33.894444, 2, -5
45.540555, 2, -6
33.269167, 2, -5
-17.666667, 2, 7
38.455833, 2, -4
45.169445, 2, -4
33.268334, 3, -5
37.380556, 2, -6
31.431111, 2, -5
39.410556, 2, -4
48.630556, 2, -5
39.785277, 2, -5
45.078056, 2, -4
38.049444, 3, -5
41.2475, 2, -3
32.985833, 2, -4
29.533889, 2, -4
36.217778, 2, -4
42.778611, 2, 4
44.926111, 2, -4
46.926945, 2, -6
40.799722, 2, -3
42.460278, 2, -3
41.834722, 2, -4
47.852222, 3, -5
34.898889, 2, -6
35.213611, 1, -4
39.609444, 2, -3
64.302222, 2, -7
40.977778, 2, -4
39.719723, 2, -6
34.058889, 2, -3
46.466667, 2, -6
-0.753333, 2, -3
33.281667, 2, -5
38.570556, 2, -4
32.528334, 2, -4
40.163611, 3, -5
34.291111, 2, -4
35.855278, 2, -5
40.217223, 2, -3
36.238611, 2, -5
40.134444, 2, -3
34.333056, 2, -4
39.659167, 2, -3
40.8, 2, -4
64.541666, 2, -7
61.756944, 2, -7
26.785, 2, -4
45.854167, 2, -5
46.883056, 2, -5
42.898333, 3, -3
49.889444, 2, 4
47.267778, 2, -6
34.124723, 2, -5
39.213333, 3, -5
31.747777, 3, -5
40.626667, 2, -3
32.931111, 2, -4
31.3575, 3, -5
33.049722, 2, -4
41.411111, 3, -4
47.184444, 3, -6
62.320556, 2, -7
27.801389, 2, -4
34.945277, 2, -5
48.806944, 2, -5
27.059722, 2, -4
38.473889, 2, -3
37.511667, 2, -6
28.620278, 2, -4
48.060556, 2, -5
33.466667, 2, -4
40.306389, 2, -6
40.252778, 2, -4
35.328056, 2, -3
33.717223, 2, -3
33.420278, 2, -5
42.774167, 2, -4
34.915833, 2, -4
36.698611, 2, -4
62.164722, 2, -7
38.283333, 3, -5
43.558056, 2, 0
39.383611, 2, -6
33.420834, 2, -4
-10.373056, 2, -2
27.988889, 2, -4
34.768889, 2, -5
33.982223, 2, -5
31.785277, 3, -4
32.444166, 3, -4
13.483889, 1, 7
44.5675, 2, -4
34.629167, 2, -4
28.473611, 2, -4
36.233333, 2, -6
38.852222, 2, -3
45.1875, 2, -5
37.566667, 2, -4
47.572778, 2, -5
40.204722, 2, -3
48.413056, 2, -4
41.701389, 2, -3
26.918889, 2, -4
29.646389, 2, -4
34.898889, 2, -6
61.433889, 2, -7
49.961111, 3, 0
61.581667, 2, -7
42.543055, 3, -4
59.204444, 3, 0
38.918056, 2, -4
43.984444, 2, -4
33.171945, 2, -4
47.53, 2, -6
41.263056, 2, -6
43.984444, 2, -4
30.370834, 2, -5
50.874445, 2, 1
58.333333, 2, -7
39.451389, 2, -6
39.32, 2, -6
-39.5, 2, 7
28.5375, 2, -5
41.610278, 2, -4
40.089722, 2, -5
41.153333, 2, -5
42.388333, 2, -4
37.693333, 3, -6
40.247222, 2, -4
38.377778, 2, -6
35.081389, 3, -4
60.666667, 2, -7
40.249444, 2, -4
40.612222, 2, -5
33.882223, 3, -5
34.720278, 3, -4
47.6025, 2, 0
33.688055, 2, -5
38.276389, 3, -3
38.257778, 2, -6
43.581389, 2, -5
46.497222, 3, -4
43.104722, 2, -4
36.435555, 2, -5
61.563889, 2, -7
44.913889, 2, -4
45.551111, 2, -6
60.474723, 2, -7
35.972778, 2, -5
47.011944, 2, -5
34.018611, 2, -4
37.726667, 2, -4
41.520556, 3, -4
37.624445, 2, -3
41.307222, 2, -4
21.033333, 2, -4
46.353611, 2, -4
33.925, 2, -4
36.08, 1, -5
38.359722, 3, -4
26.914167, 2, -4
42.254167, 2, -6
32.5075, 2, -4
35.946944, 2, -5
0.023334, 2, -4
40.574723, 2, -6
41.2825, 2, -4
11.868889, 2, -3
47.386666, 2, -4
35.232778, 2, -3
38.521945, 2, -3
31.891944, 3, -5
31.294722, 2, -4
39.111111, 3, -6
40.2325, 2, -4
33.893333, 2, -3
39.185555, 2, -4
44.635277, 2, -3
10.290277, 3, -3
42.409167, 2, -4
35.616945, 2, -5
39.916945, 2, -3
57.75, 2, -7
33.531389, 2, -5
39.166667, 2, -4
35.822778, 2, -4
40.186944, 2, -3
18.575556, 2, -3
37.975, 3, -6
34.2725, 3, -4
35.200833, 3, -5
57.566667, 2, -7
32.621111, 2, -4
32.379723, 3, -4
36.934722, 2, -6
56.95, 2, -7
46.643333, 2, -6
30.151944, 2, -4
35.145, 2, -5
25.623889, 2, -4
39.916667, 2, -4
33.991389, 2, -4
34.800278, 2, -5
38.376667, 2, -6
42.659444, 2, -4
51.065278, 2, 5
39.483333, 2, -6
45.861944, 2, -5
38.801389, 2, -6
47.533333, 2, -6
47.327778, 2, -6
37.3575, 2, -3
-28, 3, 7
40.959167, 2, -3
40.491389, 2, -5
39.567223, 2, -5
32.851667, 2, -3
38.211389, 2, -5
35.486111, 2, -4
45.808611, 2, -5
44.959167, 2, -3
32.809444, 2, -5
46.926111, 2, -4
44.9975, 2, -4
45.225556, 2, -6
77.007222, 2, -1
31.8, 1, -5
30.6375, 3, -4
36.226667, 2, -4
33.460833, 2, -5
36.633333, 2, -4
40.969445, 2, -3
33.059722, 2, -4
26.800278, 2, -4
38.922223, 2, -4
48.291944, 2, -5
41.874445, 2, -3
35.728056, 2, -5
37.301667, 2, -5
38.545, 2, -4
26.043889, 2, -4
36.894722, 2, -4
33.145277, 2, -4
39.025, 3, -5
27.435, 3, -4
38.955, 2, -4
45.129167, 2, -5
37.831945, 3, -6
34.816945, 2, -5
35.458333, 2, -4
46.584166, 2, -3
45.865, 2, -4
36.268334, 2, -5
41.701389, 2, -4
36.056667, 2, -4
38.8, 2, -6
-23.55, 3, -2
34.376945, 2, -5
43.066667, 2, -6
40.996389, 2, -4
26.741944, 2, -4
60.216945, 2, -8
38.9625, 2, -6
42.404722, 2, -4
37.724445, 2, -6
26.0725, 1, -4
43.313889, 2, -4
40.483889, 2, -3
43.029167, 2, -3
38.901667, 2, -4
28.011389, 3, -4
32.036389, 2, -5
36.027778, 2, -3
35.510556, 2, -4
37.557778, 2, -4
32.441111, 2, -4
61.484166, 2, -7
33.619167, 2, -5
40.093889, 2, -5
38.741944, 2, -6
41.9575, 2, -5
42.259722, 2, -4
59.908333, 2, -7
33.946666, 2, -5
40.633889, 2, -5
34.328334, 2, -4
30.238889, 2, -4
40.785, 1, -3
39.858611, 1, -5
34.606667, 2, -6
61.208056, 2, -7
33.5525, 2, -5
47.516667, 2, -6
48.955833, 2, -6
30.536111, 2, -4
35.086944, 2, -4
41.887222, 2, -6
32.508611, 2, -4
43.052778, 2, 0
38.236389, 2, -6
62.323056, 2, -7
32.163611, 2, -4
30.974723, 2, -4
33.160833, 3, -3
33.939444, 2, -5
29.959167, 2, -4
31.577778, 2, -4
61.983889, 2, -7
33.666667, 1, -5
33.456389, 2, -5
47.791111, 2, -4
36.952222, 3, -5
33.208333, 2, -4
30.3525, 2, -4
35.1775, 2, -4
32.976111, 3, -5
35.080278, 2, -5
41.320556, 3, -3
41.691389, 2, -4
62.084166, 2, -7
46.418611, 2, -5
26.589166, 2, -4
38.211389, 2, -4
32.889722, 2, -5
35.066111, 2, -4
35.607222, 2, -4
61.936944, 2, -7
61.428611, 2, -7
28.289722, 2, -4
34.003611, 2, -5
42.529167, 2, -6
32.635277, 2, -5
47.869445, 2, -6
45.396666, 2, -5
38.750278, 2, -6
32.483611, 2, -5
41.265278, 2, -4
27.727223, 3, -4
39.196666, 2, -5
61.650556, 2, -7
37.418056, 3, 0
41.439166, 2, -4
40.024445, 2, -6
43.778889, 2, -5
-45.566667, 3, -3
29.039722, 2, -4
35.954167, 2, -5
30.277778, 2, -4
37.088055, 2, -5
33.8975, 2, -5
33.89, 2, -5
63.324445, 2, -7
38.66, 2, -4
-33.798889, 3, -1
43.769723, 2, -4
36.066667, 2, -5
34.376945, 2, -5
37.151389, 2, -5
35.395555, 2, -4
60.903056, 2, -7
38.707222, 2, -4
35.374723, 2, -4
39.861667, 1, -5
32.0425, 2, -4
37.261944, 2, -5
61.581667, 2, -7
37.552778, 2, -4
46.901667, 3, 0
42.910833, 3, -4
36.1075, 3, -4
40.384444, 2, -5
37.547222, 3, -4
41.604722, 2, -4
42.176667, 2, -3
43.386666, 2, -3
35.045833, 2, -4
28.186111, 2, -4
48.708056, 2, -6
33.755, 2, -5
34.1, 2, -5
26.068611, 2, -4
40.428334, 2, -5
32.411389, 2, -4
38.333333, 2, -6
32.023611, 3, -4
34.497777, 2, -4
64.541666, 2, -7
43.457222, 2, -4
34.895555, 1, -4
61.215833, 2, -7
45.061667, 2, -4
34.666667, 2, -4
41.554167, 2, -5
60.378611, 2, -7
32.542777, 2, -4
34.654444, 2, -5
39.109722, 2, -5
47.738611, 3, -5
28.533334, 2, -4
35.761111, 2, -4
37.550555, 2, -5
22.102778, 2, -7
34.225, 2, -4
18.135277, 2, -3
48.166667, 2, -5
44.244722, 2, -4
35.304444, 2, -4
45.225834, 2, -6
26.785, 2, -4
26.683056, 2, -4
42.796111, 2, -4
44.166389, 2, -4
34.129167, 2, -5
39.015556, 2, -4
40.777223, 2, -3
30.336389, 2, -4
38.567778, 2, -6
43.581389, 2, -5
40.145833, 3, -4
39.448055, 2, -4
31.233334, 2, 4
43.2425, 2, -6
59.643333, 2, -7
21.099722, 3, -7
41.415278, 3, -4
34.676389, 2, -4
36.709444, 2, -5
38.570556, 2, -4
30.384166, 2, -5
38.662222, 2, -4
38.784166, 2, -4
61.572778, 2, -7
46.883611, 2, -4
37.984444, 2, -5
36.763333, 2, -4
38.695277, 2, -6
39.674723, 2, -6
37.618889, 2, -6
34.87, 2, -5
30.218889, 2, -4
46.839166, 2, -4
36.475278, 2, -4
-10.031111, 2, -3
33.607778, 2, -5
46.877223, 2, -6
29.506944, 3, -4
33.875556, 2, -4
38.838055, 2, -4
41.331389, 2, -4
35.990277, 2, -5
26.262222, 2, -4
35.226389, 3, -5
34.566945, 2, -3
38.940555, 2, -5
61.416389, 2, -7
64.512222, 2, -8
42.883611, 2, -3
36.368889, 2, -4
37.503056, 2, -4
38.919167, 2, -6
30, 3, -4
33.866667, 3, -4
43.540833, 2, -3
58.75, 2, 0
37.679167, 2, -6
35.964444, 2, -4
41.823889, 2, -5
44.128611, 1, -4
40.333889, 2, -5
47.323334, 2, -5
34.273611, 2, -4
33.171945, 2, -4
30.778334, 2, -4
39.200556, 2, -3
48.886666, 2, -5
61.616389, 2, -7
37.588889, 2, -4
42.597222, 2, -4
28.8375, 3, -4
41.2, 2, -4
33.485555, 2, -5
33.111944, 2, -5
45.154167, 2, -4
42.951111, 2, -5
44.899722, 2, -5
33.460833, 2, -5
45.424723, 2, -3
33.036944, 2, -5
60.49, 2, -8
41.691111, 2, -4
32.116667, 3, -5
34.316667, 2, -4
39.486111, 1, -4
27.986666, 2, -4
40.328611, 2, -4
40.150556, 2, -6
32.826111, 2, -5
30.260556, 2, -4
44.669167, 3, -5
41.392777, 2, -3
44.865833, 2, -4
39.256389, 2, -4
58.962778, 2, -7
45.0675, 2, 4
62.318889, 2, -7
40.23, 2, -4
33.897777, 2, -5
32.535555, 2, -4
45.583333, 2, -3
33.191111, 1, -4
38.842222, 2, -4
32.476945, 3, -4
37.141944, 2, -5
40.086111, 2, -3
-32.933333, 2, 5
28.793333, 2, -4
33.611667, 2, -4
59.777778, 2, -7
33.311944, 2, -4
52.031667, 2, 0
39.541389, 2, -3
44.083333, 2, -6
6.214444, 2, -3
29.702778, 2, -4
41.265833, 2, -4
-9.718889, 3, -3
60.738055, 2, -7
27.195555, 2, -4
45.55, 2, -6
36.793889, 2, -4
46.918056, 2, -5
31.85, 2, -4
66.039166, 2, -7
48.837777, 2, -5
34.774167, 2, -5
33.713889, 2, -4
61.438055, 2, -7
32.122223, 2, -4
34.256667, 2, -5
39.370556, 1, -5
48.728334, 3, -4
64.030834, 2, -7
46.254444, 2, -5
41.071389, 2, -4
45.331945, 2, -4
58.5525, 2, -8
66.760833, 2, -7
61.040277, 3, -7
42.259722, 2, -1
43.114444, 2, -4
32.570556, 2, -4
33.1525, 2, -4
27.988889, 2, -4
-17.674723, 3, 8
28.013889, 2, -4
39.000278, 2, -5
33.628056, 2, -5
43.8525, 2, -5
43.325556, 2, -3
32.821945, 3, -4
34.981667, 3, -5
48.160833, 2, -6
-8.9, 2, 5
31.751111, 2, -4
28, 2, -4
40.603333, 2, -3
26.8, 2, -4
27.418889, 2, -4
38.365556, 2, -4
36.838333, 2, -4
40.079167, 2, -4
29.474167, 2, -4
42.556944, 2, -4
36.663333, 2, -6
35.772778, 2, -3
29.409167, 2, -4
41.067778, 2, -3
34.716667, 2, -3
44.022778, 2, -5
33.972223, 3, -4
44.414722, 2, -5
38.890277, 2, -4
41.113056, 2, -5
42.050833, 2, -5
40.198611, 3, -5
28.228056, 2, -4
38.111111, 2, -4
41.816667, 3, -4
39.163333, 2, -6
33.65, 2, -5
40.974445, 2, -3
36.0775, 2, -4
27.236666, 2, -4
30.404444, 2, -4
61.6, 2, -7
44.523056, 2, -5
39.77, 2, -4
43.931945, 2, -6
33.942222, 2, -4
61.366667, 2, -7
8.005833, 3, -3
39.854444, 2, -5
38.732778, 2, -4
40.090277, 2, -5
43.989444, 3, -4
60.472778, 3, -7
59.800833, 2, -7
60.514722, 2, -7
36.720834, 2, -5
40.236666, 2, -4
41.175834, 2, -5
29.640555, 2, -4
40.419167, 2, -5
24.698055, 2, -3
19.5, 3, -1
34.731111, 2, -5
42.666389, 2, -3
27.366111, 3, -4
60.363056, 3, -7
45.099722, 2, -5
42.425, 3, -3
47.023334, 3, 0
43.971111, 3, -5
40.788333, 2, -5
40.743333, 2, -3
35.200556, 2, -4
28.339722, 2, -4
46.9, 2, -6
42.518611, 2, -4
37.740833, 3, -4
37.659444, 2, -6
70.492222, 2, -7
35.583333, 3, -4
32.520556, 2, -4
41.833611, 2, -4
35.190277, 2, -4
41.94, 2, -4
37.924445, 2, -3
32.746944, 3, -4
30.303611, 2, -4
39.486389, 2, -5
48.276667, 2, -5
30.3675, 2, -5
44.8575, 2, -4
36.989722, 2, -4
30.635833, 2, -4
29.633889, 2, -5
46.094722, 2, -5
34.144166, 2, -5
26.170834, 2, -4
34.319167, 3, -5
34.2, 2, -5
39.318611, 2, -6
30.038611, 2, -4
27.899722, 2, -4
34.848611, 2, -5
35.643611, 2, -3
20.871667, 3, -7
32.419445, 2, -4
29.302778, 2, -4
33.871945, 2, -5
41.152222, 2, -5
32.5775, 2, -4
61.214444, 2, -7
34.866667, 3, -4
32.590833, 3, -5
43.854167, 2, -5
34.528056, 2, -3
42.3125, 3, -4
36.976945, 2, -4
34.391666, 2, -5
41.669167, 2, -3
39.541944, 2, -4
36.455556, 2, -4
20.3175, 2, -4
-32.994444, 2, -3
34.033611, 2, -5
41.324723, 3, -3
45.697222, 3, -4
47.212222, 2, -6
33.456389, 2, -5
41.391111, 2, -4
27.495, 2, -4
38.736389, 2, -5
28.556389, 2, -4
35.755, 3, -5
43.729167, 2, -4
30.3925, 2, 5
40.084722, 2, -6
40.696111, 3, -4
39.266389, 3, -5
35.585, 3, -4
40.536666, 2, 4
39.123334, 2, -4
43.404444, 2, -3
36.333056, 2, -5
33.803333, 2, -5
36.341944, 2, -4
30.833333, 2, -4
29.986944, 2, -4
41.1, 2, -6
30.591389, 2, -4
27.701111, 3, -4
47.5, 1, -2
35.984444, 2, -4
38.706667, 2, -5
39.570278, 2, -5
34.813889, 2, -4
38, 2, -3
35.482223, 2, -3
31.171111, 2, -4
41.219445, 2, -4
38.945833, 2, -5
35.775556, 2, -5
47.308056, 2, -5
36.084722, 2, -3
43.464167, 2, -3
37.9275, 2, -5
23.583333, 2, -3
61.4, 2, -7
47.566667, 2, -4
29.055833, 2, -4
28.1025, 3, -4
42.467778, 2, -4
40.035277, 3, -5
37.326389, 2, -6
39.678611, 2, -3
39.146111, 2, -6
33.100833, 3, -5
-0.021667, 2, 8
43.161667, 2, -5
38.890277, 2, -4
35.141666, 2, -5
42.929167, 2, -3
60.305556, 2, -7
29.965278, 1, -4
36.096666, 2, -3
36.21, 3, -4
32.815556, 2, -5
-28.183333, 2, 6
45.246944, 2, -6
38.945833, 2, -5
42.018056, 2, -4
58.188333, 2, -7
41.065556, 2, -4
36.737222, 2, -4
30.983611, 2, 4
61.578889, 2, -7
29.166667, 2, -4
39.667223, 2, -3
28.289722, 2, -4
64.876111, 2, -7
42.366945, 2, -5
38.7975, 2, -3
30.400833, 2, -5
45.047222, 2, -6
45.396666, 2, -5
38.998055, 2, -5
36.070556, 2, -4
39.327223, 2, -4
42.123611, 2, -4
33.828889, 2, -5
41.071667, 2, -3
34.595277, 3, -6
45.596389, 2, 1
38.971111, 2, -3
41.222223, 2, -4
46.636666, 2, -5
45.4075, 2, -4
39.178889, 2, -3
63, 2, -7
28.867778, 2, -4
35.240555, 3, -4
34.306667, 2, -4
33.128334, 2, -5
48.653889, 2, -6
30.123611, 2, -4
41.614722, 2, -3
32.826111, 2, -5
40.573334, 1, -4
35.086944, 3, -5
41.7875, 2, -4
33.701111, 3, -5
34.133333, 2, -5
35.811667, 2, -4
32.765556, 3, -4
37.479167, 2, -5
39.521389, 3, -5
38.586944, 2, -3
34.005556, 2, -5
29.811667, 2, -4
33.716111, 2, -6
38.225556, 3, -6
26.269723, 2, -4
25.05, 2, -3
28.083333, 2, 2
40.524445, 2, -3
37.068889, 2, -4
42.919445, 2, -4
25.906944, 2, -4
48.470556, 2, -6
40.850833, 2, 4
43.505, 2, -5
33.978056, 2, -4
37.747222, 2, -6
48.233334, 2, -6
41.938889, 2, -3
33.871945, 2, -5
38.066667, 2, -5
33.588611, 3, -5
46.374167, 2, -5
38.286666, 3, -5
42.742777, 2, -4
39.929167, 2, -4
28.341389, 2, -4
36.213889, 3, -4
40.083889, 2, -5
41.036944, 2, -4
38.091111, 2, -5
27.758889, 2, -4
26.794722, 2, -4
39.499166, 2, -5
30.424445, 2, -4
35.028056, 2, -4
41.566667, 2, -4
40.410278, 2, -3
32.7, 3, -5
40.85, 2, -3
28.000278, 2, -4
44.627778, 2, -4
33.068889, 2, -5
33.251389, 2, -5
59.771389, 2, -7
36.968889, 3, -5
29.165, 2, -4
32.251944, 2, -5
29.116945, 2, -4
49.655278, 2, -5
46.464444, 2, -5
35.918334, 3, -4
32.493611, 2, -4
35.790555, 2, -4
40.466667, 2, 0
33.220556, 2, -4
35.200556, 2, -4
61.811944, 2, -7
46.501389, 3, -4
35.029167, 2, -4
30.5375, 3, -4
34.344444, 3, -4
31.32, 3, -4
39.705556, 2, -3
46.739166, 2, -4
36.227778, 2, -6
36.047222, 3, -4
45.186111, 2, -5
41.448333, 3, -4
28.356667, 2, -4
48.929167, 3, -5
47.020834, 2, -4
47.14, 2, -6
45.772223, 2, -4
40.203889, 2, -3
45.208333, 2, -4
53.1, 3, 0
30.601944, 2, -4
33.269167, 2, -5
39.568611, 2, -3
31.7, 2, -5
47.211111, 2, -4
35.169445, 1, -5
33.942222, 2, -4
34.033333, 2, -5
40.063333, 2, -3
42.114167, 2, -4
47.327778, 2, -6
30.533056, 2, -4
40.721667, 2, -4
37.859722, 2, -5
38.418611, 2, -4
33.4525, 2, -4
34.548055, 2, -5
38.958889, 3, -4
48.160833, 2, -6
30.39, 2, -4
64.813889, 2, -7
48.724723, 2, -5
32.510556, 3, -4
45.133056, 2, -5
38.816111, 2, -5
41.567223, 2, -3
40.25, 2, 4
47.623889, 2, -6
34.5675, 2, -5
-28.940277, 3, 7
70.21, 2, -7
32.386666, 2, -4
53.785833, 2, -8
39.930834, 2, -4
34.257778, 3, -5
37.821667, 3, -3
38.192222, 2, -4
40.451667, 2, -5
68.251944, 2, -7
48.028334, 2, -4
35.650556, 2, -5
34.215833, 2, -5
26.197222, 2, -4
43.718611, 2, -5
33.855556, 2, -4
36.261389, 1, -4
33.925, 2, -4
35.356667, 2, -4
39.913333, 2, -5
41.432223, 2, -5
29.607222, 2, -4
32.821945, 1, -5
45.072223, 3, -4
27.272223, 2, -4
48.353889, 1, 0
37.861667, 2, -6
33.298611, 2, -5
33.063333, 2, -4
36.215556, 2, -4
36.039722, 2, -4
39.122223, 3, -6
33.307222, 2, -4
42.874723, 2, -3
40.833056, 2, -5
46.009167, 2, -5
35.340833, 2, -4
34.867223, 2, -5
45.066667, 2, -5
43.113333, 2, -4
48.156667, 2, -6
39.806944, 2, -3
21.996666, 3, -7
36.687222, 1, -4
36.019167, 2, -4
35.167223, 2, -5
38.914444, 2, -4
5.383333, 3, -3
34.206111, 2, -5
29.935277, 1, -4
29.997777, 2, -4
39.228889, 2, -6
30.518334, 2, -4
35.067223, 2, -3
31.665833, 2, -4
33.905556, 3, -5
44.348889, 2, -5
46.009444, 2, -4
45.144722, 2, -4
36.7725, 2, -5
33.674445, 2, -3
29.280278, 2, -4
58.990277, 2, -7
30.856111, 2, -4
42.795833, 2, -3
40.475834, 2, -4
33.63, 2, -5
29.727223, 2, -4
44.627223, 2, -6
45.061667, 3, -4
58.358333, 3, -6
37.965, 2, -5
40.44, 2, 4
39.046389, 2, -4
41.531389, 2, -4
39.701667, 2, 5
32.808333, 2, -4
35.672778, 2, -6
40.991389, 1, -3
48.160833, 2, -6
60.497222, 2, -7
33.287222, 2, -5
40.758611, 2, -3
27.961944, 3, -4
39.515556, 2, -6
42.241666, 2, -4
20.020556, 2, -7
36.210278, 3, -6
32.286944, 2, -5
41.343055, 2, -3
39.503333, 3, -3
36.808889, 2, -5
48.523334, 2, -5
38.7025, 2, -4
43.531389, 2, -6
33.612222, 2, -4
34.272778, 2, -4
35.8175, 2, -4
29.372778, 2, -5
61.7575, 2, -7
34.844722, 3, -5
63.966667, 2, -7
43.086944, 2, -4
31.311389, 2, -4
43.426667, 2, -4
38.089444, 2, -4
29.936666, 2, -4
39.326389, 2, -6
-3.776389, 2, 1
32.954722, 2, -4
26.595, 3, -3
38.289166, 2, -5
40.791666, 2, -3
47.449722, 2, -6
36.058056, 2, -3
41.771667, 2, -4
44.67, 2, -6
32.518056, 2, -4
30.218889, 1, -4
33.871945, 2, -4
35.879723, 1, -5
44.481111, 2, -5
45.9425, 2, -5
40.576389, 2, -4
36.776111, 2, -5
39.927223, 2, -3
40.625834, 2, -3
29.228056, 2, -4
39.903333, 2, -3
37.408611, 2, -4
38.038055, 2, -4
39.697222, 2, -4
47.158333, 2, -4
31.233889, 2, -4
43.558611, 2, -5
36.564444, 2, -4
18.301944, 3, -3
42.665278, 2, -4
34.188055, 2, -5
21.966111, 2, -7
32.88, 2, -5
44.843611, 2, -4
70.216667, 3, 0
64.183333, 2, -7
57.75, 2, -7
39.113611, 2, -6
48.433333, 2, -6
26.683333, 3, 0
36.080278, 3, -5
33.688055, 2, -5
35.528889, 3, -5
37.244444, 2, -5
36.882778, 2, -4
61.575556, 2, -7
26.643333, 2, -4
7.053056, 2, -3
41.446111, 2, -4
32.826111, 2, -5
37.618611, 3, -4
41.695833, 2, -4
35.930556, 3, -4
33.441389, 3, -5
43.984166, 2, -4
44.857222, 2, -4
41.56, 2, -4
61.594722, 2, -7
31.151667, 2, -4
41.440277, 2, -4
36.852222, 3, -3
34.265278, 2, -5
37.964722, 2, -5
33.867778, 2, -5
32.954722, 2, -5
41.03, 2, -4
